2021-10-25 08:43:27.113 | INFO     |  5866 | mycroft.messagebus.load_config:load_message_bus_config:33 | Loading message bus configs
2021-10-25 08:43:27.114 | ERROR    |  5866 | mycroft_bus_client.client.client | === ConnectionRefusedError(111, 'Connection refused') ===
Traceback (most recent call last):
  File "/opt/mycroft-core/.venv/lib/python3.7/site-packages/websocket/_app.py", line 254, in run_forever
    proxy_type=proxy_type)
  File "/opt/mycroft-core/.venv/lib/python3.7/site-packages/websocket/_core.py", line 220, in connect
    options.pop('socket', None))
  File "/opt/mycroft-core/.venv/lib/python3.7/site-packages/websocket/_http.py", line 120, in connect
    sock = _open_socket(addrinfo_list, options.sockopt, options.timeout)
  File "/opt/mycroft-core/.venv/lib/python3.7/site-packages/websocket/_http.py", line 190, in _open_socket
    raise err
  File "/opt/mycroft-core/.venv/lib/python3.7/site-packages/websocket/_http.py", line 170, in _open_socket
    sock.connect(address)
ConnectionRefusedError: [Errno 111] Connection refused
2021-10-25 08:43:27.114 | ERROR    |  5866 | mycroft_bus_client.client.client | Exception closing websocket: ConnectionRefusedError(111, 'Connection refused')
2021-10-25 08:43:27.114 | WARNING  |  5866 | mycroft_bus_client.client.client | Message Bus Client will reconnect in 5 seconds.
2021-10-25 08:43:32.119 | INFO     |  5866 | mycroft_bus_client.client.client | Connected
2021-10-25 08:43:32.120 | INFO     |  5866 | mycroft.util.process_utils:start_message_bus_client:155 | Connected to messagebus
2021-10-25 08:43:32.124 | INFO     |  5866 | mycroft.skills.msm_wrapper:create_msm:96 | Acquiring lock to instantiate MSM
2021-10-25 08:43:32.125 | INFO     |  5866 | msm.mycroft_skills_manager | building SkillEntry objects for all skills
2021-10-25 08:43:33.200 | INFO     |  5866 | mycroft.skills.msm_wrapper:create_msm:112 | Releasing MSM instantiation lock.
2021-10-25 08:43:33.200 | INFO     |  5866 | mycroft.skills.skill_updater:_log_next_download_time:267 | Next scheduled skill update: 2021-10-25 08:43:32.200392
2021-10-25 08:43:33.201 | INFO     |  5866 | msm.skill_entry | Downloading skill: https://github.com/mycroftai/skill-pairing
2021-10-25 08:43:33.508 | INFO     |  5866 | msm.skill_entry | Installing system requirements...
2021-10-25 08:43:33.519 | INFO     |  5866 | msm.skill_entry | Successfully installed mycroft-pairing
2021-10-25 08:43:33.519 | INFO     |  5866 | msm.mycroft_skills_manager | invalidating skills cache
2021-10-25 08:43:33.521 | INFO     |  5866 | mycroft.skills.skill_loader:load:185 | ATTEMPTING TO LOAD SKILL: mycroft-pairing.mycroftai
2021-10-25 08:43:33.528 | INFO     |  5866 | mycroft.skills.settings:get_local_settings:83 | /opt/mycroft/skills/mycroft-pairing.mycroftai/settings.json
2021-10-25 08:43:33.539 | INFO     |  5866 | mycroft.skills.skill_loader:_check_for_first_run:324 | First run of mycroft-pairing.mycroftai
2021-10-25 08:43:33.540 | INFO     |  5866 | mycroft.skills.settings:save_settings:116 | Skill settings successfully saved to /home/runner/.config/mycroft/skills/mycroft-pairing.mycroftai/settings.json
2021-10-25 08:43:33.542 | INFO     |  5866 | mycroft.skills.skill_loader:_communicate_load_status:344 | Skill mycroft-pairing.mycroftai loaded successfully
2021-10-25 08:43:33.542 | INFO     |  5866 | msm.skill_entry | Downloading skill: https://github.com/mycroftai/skill-volume
2021-10-25 08:43:33.862 | INFO     |  5866 | msm.skill_entry | Installing system requirements...
2021-10-25 08:43:33.872 | INFO     |  5866 | msm.skill_entry | Installing requirements.txt for mycroft-volume
2021-10-25 08:43:35.078 | INFO     |  5866 | msm.skill_entry | Successfully installed mycroft-volume
2021-10-25 08:43:35.078 | INFO     |  5866 | msm.mycroft_skills_manager | invalidating skills cache
2021-10-25 08:43:35.080 | INFO     |  5866 | mycroft.skills.skill_loader:load:185 | ATTEMPTING TO LOAD SKILL: mycroft-volume.mycroftai
2021-10-25 08:43:35.091 | INFO     |  5866 | mycroft.skills.settings:get_local_settings:83 | /opt/mycroft/skills/mycroft-volume.mycroftai/settings.json
2021-10-25 08:43:35.186 | ERROR    |  5866 | VolumeSkill | Couldn't allocate mixer, ALSAAudioError('No such file or directory [default]')
2021-10-25 08:43:38.188 | INFO     |  5866 | mycroft.skills.skill_loader:_check_for_first_run:324 | First run of mycroft-volume.mycroftai
2021-10-25 08:43:38.189 | INFO     |  5866 | mycroft.skills.settings:save_settings:116 | Skill settings successfully saved to /home/runner/.config/mycroft/skills/mycroft-volume.mycroftai/settings.json
2021-10-25 08:43:38.228 | INFO     |  5866 | mycroft.skills.skill_loader:_communicate_load_status:344 | Skill mycroft-volume.mycroftai loaded successfully
2021-10-25 08:43:38.228 | INFO     |  5866 | __main__:on_started:177 | Skills service is starting up.
2021-10-25 08:43:38.379 | INFO     |  5866 | __main__:_update_system:154 | Attempting system update...
2021-10-25 08:43:41.382 | INFO     |  5866 | mycroft.enclosure.display_manager:_write_data:70 | Display Manager is creating /tmp/mycroft/ipc/managers/disp_info
2021-10-25 08:43:41.383 | INFO     |  5866 | __main__:_ensure_device_is_paired:133 | Device not paired, invoking the pairing skill
2021-10-25 08:43:41.401 | INFO     |  5866 | __main__:on_alive:181 | Skills service is alive.
2021-10-25 08:43:41.401 | INFO     |  5866 | msm.mycroft_skills_manager | building SkillEntry objects for all skills
2021-10-25 08:43:41.501 | INFO     |  5866 | PairingSkill | Communicating account URL to user
2021-10-25 08:43:41.661 | WARNING  |  5866 | msm.mycroft_skills_manager | No such default skill: mycroft-pandora
2021-10-25 08:43:41.662 | INFO     |  5866 | mycroft.skills.skill_manager:run:234 | Not all default skills are installed, performing skill update...
2021-10-25 08:43:41.662 | INFO     |  5866 | mycroft.skills.skill_updater:update_skills:149 | Beginning skill update...
2021-10-25 08:43:41.791 | INFO     |  5866 | msm.mycroft_skills_manager | building SkillEntry objects for all skills
2021-10-25 08:43:42.855 | INFO     |  5866 | msm.mycroft_skills_manager | invalidating skills cache
